Validated 2037 dialogues / 10029 turns / 80232 candidate generations
Imported 7841 successful turns; retained 1 errors
Saved successful turns: 7841; pending dialogues: 434
Saved dialogue=344 turn=4 status=error
Saved dialogue=1879 turn=0 status=success
Saved dialogue=1879 turn=1 status=success
Saved dialogue=1879 turn=2 status=success
Saved dialogue=1879 turn=3 status=success
Saved dialogue=1879 turn=4 status=success
Saved dialogue=1880 turn=0 status=success
Saved dialogue=1880 turn=1 status=success
Saved dialogue=1880 turn=2 status=success
Saved dialogue=1880 turn=3 status=success
Saved dialogue=1880 turn=4 status=success
Saved dialogue=1881 turn=0 status=success
Saved dialogue=1881 turn=1 status=success
Saved dialogue=1881 turn=2 status=success
Saved dialogue=1881 turn=3 status=success
Saved dialogue=1881 turn=4 status=success
Saved dialogue=1882 turn=0 status=success
Saved dialogue=1882 turn=1 status=success
Saved dialogue=1882 turn=2 status=success
Saved dialogue=1882 turn=3 status=success
Saved dialogue=1882 turn=4 status=success
Saved dialogue=1883 turn=0 status=success
Saved dialogue=1883 turn=1 status=success
Saved dialogue=1883 turn=2 status=success
Saved dialogue=1883 turn=3 status=success
Saved dialogue=1883 turn=4 status=success
Saved dialogue=1884 turn=0 status=success
Saved dialogue=1884 turn=1 status=success
Saved dialogue=1884 turn=2 status=success
Saved dialogue=1884 turn=3 status=success
Saved dialogue=1884 turn=4 status=success
Saved dialogue=1885 turn=0 status=success
Saved dialogue=1885 turn=1 status=success
Saved dialogue=1885 turn=2 status=success
Saved dialogue=1885 turn=3 status=success
Saved dialogue=1885 turn=4 status=success
Saved dialogue=1886 turn=0 status=success
Saved dialogue=1886 turn=1 status=success
Saved dialogue=1886 turn=2 status=success
Saved dialogue=1886 turn=3 status=success
Saved dialogue=1886 turn=4 status=success
Saved dialogue=1887 turn=0 status=success
Saved dialogue=1887 turn=1 status=success
Saved dialogue=1887 turn=2 status=success
Saved dialogue=1887 turn=3 status=success
Saved dialogue=1887 turn=4 status=success
Saved dialogue=1888 turn=0 status=success
Saved dialogue=1888 turn=1 status=success
Saved dialogue=1888 turn=2 status=success
Saved dialogue=1888 turn=3 status=success
Saved dialogue=1888 turn=4 status=success
Saved dialogue=1889 turn=0 status=success
Saved dialogue=1889 turn=1 status=success
Saved dialogue=1889 turn=2 status=success
Saved dialogue=1889 turn=3 status=success
Saved dialogue=1889 turn=4 status=success
Saved dialogue=1890 turn=0 status=success
Saved dialogue=1890 turn=1 status=success
Saved dialogue=1890 turn=2 status=success
Saved dialogue=1890 turn=3 status=success
Saved dialogue=1890 turn=4 status=success
Saved dialogue=1891 turn=0 status=success
Saved dialogue=1891 turn=1 status=success
Saved dialogue=1891 turn=2 status=success
Saved dialogue=1891 turn=3 status=success
Saved dialogue=1891 turn=4 status=success
Saved dialogue=1892 turn=0 status=success
Saved dialogue=1892 turn=1 status=success
Saved dialogue=1892 turn=2 status=success
Saved dialogue=1892 turn=3 status=success
Saved dialogue=1892 turn=4 status=success
Saved dialogue=1893 turn=0 status=success
Saved dialogue=1893 turn=1 status=success
Saved dialogue=1893 turn=2 status=success
Saved dialogue=1893 turn=3 status=success
Saved dialogue=1893 turn=4 status=success
Saved dialogue=1894 turn=0 status=success
Saved dialogue=1894 turn=1 status=success
Saved dialogue=1894 turn=2 status=success
Saved dialogue=1894 turn=3 status=success
Saved dialogue=1894 turn=4 status=success
Saved dialogue=1895 turn=0 status=success
Saved dialogue=1895 turn=1 status=success
Saved dialogue=1895 turn=2 status=success
Saved dialogue=1895 turn=3 status=success
Saved dialogue=1895 turn=4 status=success
Saved dialogue=1896 turn=0 status=success
Saved dialogue=1896 turn=1 status=success
Saved dialogue=1896 turn=2 status=success
Saved dialogue=1896 turn=3 status=success
Saved dialogue=1896 turn=4 status=success
Saved dialogue=1897 turn=0 status=success
Saved dialogue=1897 turn=1 status=success
Saved dialogue=1897 turn=2 status=success
Saved dialogue=1897 turn=3 status=success
Saved dialogue=1897 turn=4 status=success
Saved dialogue=1898 turn=0 status=success
Saved dialogue=1898 turn=1 status=success
Saved dialogue=1898 turn=2 status=success
Saved dialogue=1898 turn=3 status=success
Saved dialogue=1898 turn=4 status=success
Saved dialogue=1899 turn=0 status=success
Saved dialogue=1899 turn=1 status=success
Saved dialogue=1899 turn=2 status=success
Saved dialogue=1899 turn=3 status=success
Saved dialogue=1899 turn=4 status=success
Saved dialogue=1900 turn=0 status=success
Saved dialogue=1900 turn=1 status=success
Saved dialogue=1900 turn=2 status=success
Saved dialogue=1900 turn=3 status=success
Saved dialogue=1900 turn=4 status=success
Saved dialogue=1901 turn=0 status=success
Saved dialogue=1901 turn=1 status=success
Saved dialogue=1901 turn=2 status=success
Saved dialogue=1901 turn=3 status=success
Saved dialogue=1901 turn=4 status=success
Saved dialogue=1902 turn=0 status=success
Saved dialogue=1902 turn=1 status=success
Saved dialogue=1902 turn=2 status=success
Saved dialogue=1902 turn=3 status=success
Saved dialogue=1902 turn=4 status=success
Saved dialogue=1903 turn=0 status=success
Saved dialogue=1903 turn=1 status=success
Saved dialogue=1903 turn=2 status=success
Saved dialogue=1903 turn=3 status=success
Saved dialogue=1903 turn=4 status=success
Saved dialogue=1904 turn=0 status=success
Saved dialogue=1904 turn=1 status=success
Saved dialogue=1904 turn=2 status=success
Saved dialogue=1904 turn=3 status=success
Saved dialogue=1904 turn=4 status=success
Saved dialogue=1905 turn=0 status=success
Saved dialogue=1905 turn=1 status=success
Saved dialogue=1905 turn=2 status=success
Saved dialogue=1905 turn=3 status=success
Saved dialogue=1905 turn=4 status=success
Saved dialogue=1905 turn=5 status=success
Saved dialogue=1906 turn=0 status=success
Saved dialogue=1906 turn=1 status=success
Saved dialogue=1906 turn=2 status=success
Saved dialogue=1906 turn=3 status=success
Saved dialogue=1906 turn=4 status=success
Saved dialogue=1907 turn=0 status=success
Saved dialogue=1907 turn=1 status=success
Saved dialogue=1907 turn=2 status=success
Saved dialogue=1907 turn=3 status=success
Saved dialogue=1907 turn=4 status=success
Saved dialogue=1908 turn=0 status=success
Saved dialogue=1908 turn=1 status=success
Saved dialogue=1908 turn=2 status=success
Saved dialogue=1908 turn=3 status=success
Saved dialogue=1908 turn=4 status=success
Saved dialogue=1909 turn=0 status=success
Saved dialogue=1909 turn=1 status=success
Saved dialogue=1909 turn=2 status=success
Saved dialogue=1909 turn=3 status=success
Saved dialogue=1909 turn=4 status=success
Saved dialogue=1910 turn=0 status=success
Saved dialogue=1910 turn=1 status=success
Saved dialogue=1910 turn=2 status=success
Saved dialogue=1910 turn=3 status=success
Saved dialogue=1910 turn=4 status=success
Saved dialogue=1911 turn=0 status=success
Saved dialogue=1911 turn=1 status=success
Saved dialogue=1911 turn=2 status=success
Saved dialogue=1911 turn=3 status=success
Saved dialogue=1911 turn=4 status=success
Saved dialogue=1912 turn=0 status=success
Saved dialogue=1912 turn=1 status=success
Saved dialogue=1912 turn=2 status=success
Saved dialogue=1912 turn=3 status=success
Saved dialogue=1912 turn=4 status=success
Saved dialogue=1913 turn=0 status=success
Saved dialogue=1913 turn=1 status=success
Saved dialogue=1913 turn=2 status=success
Saved dialogue=1913 turn=3 status=success
Saved dialogue=1913 turn=4 status=success
Saved dialogue=1913 turn=5 status=success
Saved dialogue=1914 turn=0 status=success
Saved dialogue=1914 turn=1 status=success
Saved dialogue=1914 turn=2 status=success
Saved dialogue=1914 turn=3 status=success
Saved dialogue=1914 turn=4 status=success
Saved dialogue=1915 turn=0 status=success
Saved dialogue=1915 turn=1 status=success
Saved dialogue=1915 turn=2 status=success
Saved dialogue=1915 turn=3 status=success
Saved dialogue=1915 turn=4 status=success
Saved dialogue=1916 turn=0 status=success
Saved dialogue=1916 turn=1 status=success
Saved dialogue=1916 turn=2 status=success
Saved dialogue=1916 turn=3 status=success
Saved dialogue=1916 turn=4 status=success
Saved dialogue=1917 turn=0 status=success
Saved dialogue=1917 turn=1 status=success
Saved dialogue=1917 turn=2 status=success
Saved dialogue=1917 turn=3 status=success
Saved dialogue=1917 turn=4 status=success
Saved dialogue=1918 turn=0 status=success
Saved dialogue=1918 turn=1 status=success
Saved dialogue=1918 turn=2 status=success
Saved dialogue=1918 turn=3 status=success
Saved dialogue=1918 turn=4 status=success
Saved dialogue=1919 turn=0 status=success
Saved dialogue=1919 turn=1 status=success
Saved dialogue=1919 turn=2 status=success
Saved dialogue=1919 turn=3 status=success
Saved dialogue=1919 turn=4 status=success
Saved dialogue=1920 turn=0 status=success
Saved dialogue=1920 turn=1 status=success
Saved dialogue=1920 turn=2 status=success
Saved dialogue=1920 turn=3 status=success
Saved dialogue=1920 turn=4 status=success
Saved dialogue=1921 turn=0 status=success
Saved dialogue=1921 turn=1 status=success
Saved dialogue=1921 turn=2 status=success
Saved dialogue=1921 turn=3 status=success
Saved dialogue=1921 turn=4 status=success
Saved dialogue=1922 turn=0 status=success
Saved dialogue=1922 turn=1 status=success
Saved dialogue=1922 turn=2 status=success
Saved dialogue=1922 turn=3 status=success
Saved dialogue=1922 turn=4 status=success
Saved dialogue=1923 turn=0 status=success
Saved dialogue=1923 turn=1 status=success
Saved dialogue=1923 turn=2 status=success
Saved dialogue=1923 turn=3 status=success
Saved dialogue=1923 turn=4 status=success
Saved dialogue=1924 turn=0 status=success
Saved dialogue=1924 turn=1 status=success
Saved dialogue=1924 turn=2 status=success
Saved dialogue=1924 turn=3 status=success
Saved dialogue=1924 turn=4 status=success
Saved dialogue=1925 turn=0 status=success
Saved dialogue=1925 turn=1 status=success
Saved dialogue=1925 turn=2 status=success
Saved dialogue=1925 turn=3 status=success
Saved dialogue=1925 turn=4 status=success
Saved dialogue=1925 turn=5 status=success
Saved dialogue=1926 turn=0 status=success
Saved dialogue=1926 turn=1 status=success
Saved dialogue=1926 turn=2 status=success
Saved dialogue=1926 turn=3 status=success
Saved dialogue=1926 turn=4 status=success
Saved dialogue=1927 turn=0 status=success
Saved dialogue=1927 turn=1 status=success
Saved dialogue=1927 turn=2 status=success
Saved dialogue=1927 turn=3 status=success
Saved dialogue=1927 turn=4 status=success
Saved dialogue=1928 turn=0 status=success
Saved dialogue=1928 turn=1 status=success
Saved dialogue=1928 turn=2 status=success
Saved dialogue=1928 turn=3 status=success
Saved dialogue=1928 turn=4 status=success
Saved dialogue=1929 turn=0 status=success
Saved dialogue=1929 turn=1 status=success
Saved dialogue=1929 turn=2 status=success
Saved dialogue=1929 turn=3 status=success
Saved dialogue=1929 turn=4 status=success
Saved dialogue=1930 turn=0 status=success
Saved dialogue=1930 turn=1 status=success
Saved dialogue=1930 turn=2 status=success
Saved dialogue=1930 turn=3 status=success
Saved dialogue=1930 turn=4 status=success
Saved dialogue=1931 turn=0 status=success
Saved dialogue=1931 turn=1 status=success
Saved dialogue=1931 turn=2 status=success
Saved dialogue=1931 turn=3 status=success
Saved dialogue=1931 turn=4 status=success
Saved dialogue=1932 turn=0 status=success
Saved dialogue=1932 turn=1 status=success
Saved dialogue=1932 turn=2 status=success
Saved dialogue=1932 turn=3 status=success
Saved dialogue=1932 turn=4 status=success
Saved dialogue=1933 turn=0 status=success
Saved dialogue=1933 turn=1 status=success
Saved dialogue=1933 turn=2 status=success
Saved dialogue=1933 turn=3 status=success
Saved dialogue=1933 turn=4 status=success
Saved dialogue=1934 turn=0 status=success
Saved dialogue=1934 turn=1 status=success
Saved dialogue=1934 turn=2 status=success
Saved dialogue=1934 turn=3 status=success
Saved dialogue=1934 turn=4 status=success
Saved dialogue=1935 turn=0 status=success
Saved dialogue=1935 turn=1 status=success
Saved dialogue=1935 turn=2 status=success
Saved dialogue=1935 turn=3 status=success
Saved dialogue=1935 turn=4 status=success
Saved dialogue=1936 turn=0 status=success
Saved dialogue=1936 turn=1 status=success
Saved dialogue=1936 turn=2 status=success
Saved dialogue=1936 turn=3 status=success
Saved dialogue=1936 turn=4 status=success
Saved dialogue=1937 turn=0 status=success
Saved dialogue=1937 turn=1 status=success
Saved dialogue=1937 turn=2 status=success
Saved dialogue=1937 turn=3 status=success
Saved dialogue=1937 turn=4 status=success
Saved dialogue=1938 turn=0 status=success
Saved dialogue=1938 turn=1 status=success
Saved dialogue=1938 turn=2 status=success
Saved dialogue=1938 turn=3 status=success
Saved dialogue=1938 turn=4 status=success
Saved dialogue=1939 turn=0 status=success
Saved dialogue=1939 turn=1 status=success
Saved dialogue=1939 turn=2 status=success
Saved dialogue=1939 turn=3 status=success
Saved dialogue=1939 turn=4 status=success
Saved dialogue=1940 turn=0 status=success
Saved dialogue=1940 turn=1 status=success
Saved dialogue=1940 turn=2 status=success
Saved dialogue=1940 turn=3 status=success
Saved dialogue=1940 turn=4 status=success
Saved dialogue=1941 turn=0 status=success
Saved dialogue=1941 turn=1 status=success
Saved dialogue=1941 turn=2 status=success
Saved dialogue=1941 turn=3 status=success
Saved dialogue=1941 turn=4 status=success
Saved dialogue=1942 turn=0 status=success
Saved dialogue=1942 turn=1 status=success
Saved dialogue=1942 turn=2 status=success
Saved dialogue=1942 turn=3 status=success
Saved dialogue=1942 turn=4 status=success
Saved dialogue=1943 turn=0 status=success
Saved dialogue=1943 turn=1 status=success
Saved dialogue=1943 turn=2 status=success
Saved dialogue=1943 turn=3 status=success
Saved dialogue=1943 turn=4 status=success
Saved dialogue=1944 turn=0 status=success
Saved dialogue=1944 turn=1 status=success
Saved dialogue=1944 turn=2 status=success
Saved dialogue=1944 turn=3 status=success
Saved dialogue=1944 turn=4 status=success
Saved dialogue=1945 turn=0 status=success
Saved dialogue=1945 turn=1 status=success
Saved dialogue=1945 turn=2 status=success
Saved dialogue=1945 turn=3 status=success
Saved dialogue=1945 turn=4 status=success
Saved dialogue=1946 turn=0 status=success
Saved dialogue=1946 turn=1 status=success
Saved dialogue=1946 turn=2 status=success
Saved dialogue=1946 turn=3 status=success
Saved dialogue=1946 turn=4 status=success
Saved dialogue=1947 turn=0 status=success
Saved dialogue=1947 turn=1 status=success
Saved dialogue=1947 turn=2 status=success
Saved dialogue=1947 turn=3 status=success
Saved dialogue=1947 turn=4 status=success
Saved dialogue=1948 turn=0 status=success
Saved dialogue=1948 turn=1 status=success
Saved dialogue=1948 turn=2 status=success
Saved dialogue=1948 turn=3 status=success
Saved dialogue=1948 turn=4 status=success
Saved dialogue=1949 turn=0 status=success
Saved dialogue=1949 turn=1 status=success
Saved dialogue=1949 turn=2 status=success
Saved dialogue=1949 turn=3 status=success
Saved dialogue=1949 turn=4 status=success
Saved dialogue=1950 turn=0 status=success
Saved dialogue=1950 turn=1 status=success
Saved dialogue=1950 turn=2 status=success
Saved dialogue=1950 turn=3 status=success
Saved dialogue=1950 turn=4 status=success
Saved dialogue=1951 turn=0 status=success
Saved dialogue=1951 turn=1 status=success
Saved dialogue=1951 turn=2 status=success
Saved dialogue=1951 turn=3 status=success
Saved dialogue=1951 turn=4 status=success
Saved dialogue=1952 turn=0 status=success
Saved dialogue=1952 turn=1 status=success
Saved dialogue=1952 turn=2 status=success
Saved dialogue=1952 turn=3 status=success
Saved dialogue=1952 turn=4 status=success
Saved dialogue=1953 turn=0 status=success
Saved dialogue=1953 turn=1 status=success
Saved dialogue=1953 turn=2 status=success
Saved dialogue=1953 turn=3 status=success
Saved dialogue=1953 turn=4 status=success
Saved dialogue=1954 turn=0 status=success
Saved dialogue=1954 turn=1 status=success
Saved dialogue=1954 turn=2 status=success
Saved dialogue=1954 turn=3 status=success
Saved dialogue=1954 turn=4 status=success
Saved dialogue=1955 turn=0 status=success
Saved dialogue=1955 turn=1 status=success
Saved dialogue=1955 turn=2 status=success
Saved dialogue=1955 turn=3 status=success
Saved dialogue=1955 turn=4 status=success
Saved dialogue=1955 turn=5 status=success
Saved dialogue=1956 turn=0 status=success
Saved dialogue=1956 turn=1 status=success
Saved dialogue=1956 turn=2 status=success
Saved dialogue=1956 turn=3 status=success
Saved dialogue=1956 turn=4 status=success
Saved dialogue=1957 turn=0 status=success
Saved dialogue=1957 turn=1 status=success
Saved dialogue=1957 turn=2 status=success
Saved dialogue=1957 turn=3 status=success
Saved dialogue=1957 turn=4 status=success
Saved dialogue=1958 turn=0 status=success
Saved dialogue=1958 turn=1 status=success
Saved dialogue=1958 turn=2 status=success
Saved dialogue=1958 turn=3 status=success
Saved dialogue=1958 turn=4 status=success
Saved dialogue=1959 turn=0 status=success
Saved dialogue=1959 turn=1 status=success
Saved dialogue=1959 turn=2 status=success
Saved dialogue=1959 turn=3 status=success
Saved dialogue=1959 turn=4 status=success
Saved dialogue=1960 turn=0 status=success
Saved dialogue=1960 turn=1 status=success
Saved dialogue=1960 turn=2 status=success
Saved dialogue=1960 turn=3 status=success
Saved dialogue=1960 turn=4 status=success
Saved dialogue=1961 turn=0 status=success
Saved dialogue=1961 turn=1 status=success
Saved dialogue=1961 turn=2 status=success
Saved dialogue=1961 turn=3 status=success
Saved dialogue=1961 turn=4 status=success
Saved dialogue=1962 turn=0 status=success
Saved dialogue=1962 turn=1 status=success
Saved dialogue=1962 turn=2 status=success
Saved dialogue=1962 turn=3 status=success
Saved dialogue=1962 turn=4 status=success
Saved dialogue=1963 turn=0 status=success
Saved dialogue=1963 turn=1 status=success
Saved dialogue=1963 turn=2 status=success
Saved dialogue=1963 turn=3 status=success
Saved dialogue=1963 turn=4 status=success
Saved dialogue=1964 turn=0 status=success
Saved dialogue=1964 turn=1 status=success
Saved dialogue=1964 turn=2 status=success
Saved dialogue=1964 turn=3 status=success
Saved dialogue=1964 turn=4 status=success
Saved dialogue=1965 turn=0 status=success
Saved dialogue=1965 turn=1 status=success
Saved dialogue=1965 turn=2 status=success
Saved dialogue=1965 turn=3 status=success
Saved dialogue=1965 turn=4 status=success
Saved dialogue=1966 turn=0 status=success
Saved dialogue=1966 turn=1 status=success
Saved dialogue=1966 turn=2 status=success
Saved dialogue=1966 turn=3 status=success
Saved dialogue=1966 turn=4 status=success
Saved dialogue=1967 turn=0 status=success
Saved dialogue=1967 turn=1 status=success
Saved dialogue=1967 turn=2 status=success
Saved dialogue=1967 turn=3 status=success
Saved dialogue=1967 turn=4 status=success
Saved dialogue=1968 turn=0 status=success
Saved dialogue=1968 turn=1 status=success
Saved dialogue=1968 turn=2 status=success
Saved dialogue=1968 turn=3 status=success
Saved dialogue=1968 turn=4 status=success
Saved dialogue=1969 turn=0 status=success
Saved dialogue=1969 turn=1 status=success
Saved dialogue=1969 turn=2 status=success
Saved dialogue=1969 turn=3 status=success
Saved dialogue=1969 turn=4 status=success
Saved dialogue=1970 turn=0 status=success
Saved dialogue=1970 turn=1 status=success
Saved dialogue=1970 turn=2 status=success
Saved dialogue=1970 turn=3 status=success
Saved dialogue=1970 turn=4 status=success
Saved dialogue=1971 turn=0 status=success
Saved dialogue=1971 turn=1 status=success
Saved dialogue=1971 turn=2 status=success
Saved dialogue=1971 turn=3 status=success
Saved dialogue=1971 turn=4 status=success
Saved dialogue=1972 turn=0 status=success
Saved dialogue=1972 turn=1 status=success
Saved dialogue=1972 turn=2 status=success
Saved dialogue=1972 turn=3 status=success
Saved dialogue=1972 turn=4 status=success
Saved dialogue=1973 turn=0 status=success
Saved dialogue=1973 turn=1 status=success
Saved dialogue=1973 turn=2 status=success
Saved dialogue=1973 turn=3 status=success
Saved dialogue=1973 turn=4 status=success
Saved dialogue=1974 turn=0 status=success
Saved dialogue=1974 turn=1 status=success
Saved dialogue=1974 turn=2 status=success
Saved dialogue=1974 turn=3 status=success
Saved dialogue=1974 turn=4 status=success
Saved dialogue=1975 turn=0 status=success
Saved dialogue=1975 turn=1 status=success
Saved dialogue=1975 turn=2 status=success
Saved dialogue=1975 turn=3 status=success
Saved dialogue=1975 turn=4 status=success
Saved dialogue=1976 turn=0 status=success
Saved dialogue=1976 turn=1 status=success
Saved dialogue=1976 turn=2 status=success
Saved dialogue=1976 turn=3 status=success
Saved dialogue=1976 turn=4 status=success
Saved dialogue=1977 turn=0 status=success
Saved dialogue=1977 turn=1 status=success
Saved dialogue=1977 turn=2 status=success
Saved dialogue=1977 turn=3 status=success
Saved dialogue=1977 turn=4 status=success
Saved dialogue=1978 turn=0 status=success
Saved dialogue=1978 turn=1 status=success
Saved dialogue=1978 turn=2 status=success
Saved dialogue=1978 turn=3 status=success
Saved dialogue=1978 turn=4 status=success
Saved dialogue=1979 turn=0 status=success
Saved dialogue=1979 turn=1 status=success
Saved dialogue=1979 turn=2 status=success
Saved dialogue=1979 turn=3 status=success
Saved dialogue=1979 turn=4 status=success
Saved dialogue=1980 turn=0 status=success
Saved dialogue=1980 turn=1 status=success
Saved dialogue=1980 turn=2 status=success
Saved dialogue=1980 turn=3 status=success
Saved dialogue=1980 turn=4 status=success
Saved dialogue=1981 turn=0 status=success
Saved dialogue=1981 turn=1 status=success
Saved dialogue=1981 turn=2 status=success
Saved dialogue=1981 turn=3 status=success
Saved dialogue=1981 turn=4 status=success
Saved dialogue=1982 turn=0 status=success
Saved dialogue=1982 turn=1 status=success
Saved dialogue=1982 turn=2 status=success
Saved dialogue=1982 turn=3 status=success
Saved dialogue=1982 turn=4 status=success
Saved dialogue=1983 turn=0 status=success
Saved dialogue=1983 turn=1 status=success
Saved dialogue=1983 turn=2 status=success
Saved dialogue=1983 turn=3 status=success
Saved dialogue=1983 turn=4 status=success
Saved dialogue=1984 turn=0 status=success
Saved dialogue=1984 turn=1 status=success
Saved dialogue=1984 turn=2 status=success
Saved dialogue=1984 turn=3 status=success
Saved dialogue=1984 turn=4 status=success
Saved dialogue=1985 turn=0 status=success
Saved dialogue=1985 turn=1 status=success
Saved dialogue=1985 turn=2 status=success
Saved dialogue=1985 turn=3 status=success
Saved dialogue=1985 turn=4 status=success
Saved dialogue=1986 turn=0 status=success
Saved dialogue=1986 turn=1 status=success
Saved dialogue=1986 turn=2 status=success
Saved dialogue=1986 turn=3 status=success
Saved dialogue=1986 turn=4 status=success
Saved dialogue=1987 turn=0 status=success
Saved dialogue=1987 turn=1 status=success
Saved dialogue=1987 turn=2 status=success
Saved dialogue=1987 turn=3 status=success
Saved dialogue=1987 turn=4 status=success
Saved dialogue=1988 turn=0 status=success
Saved dialogue=1988 turn=1 status=success
Saved dialogue=1988 turn=2 status=success
Saved dialogue=1988 turn=3 status=success
Saved dialogue=1988 turn=4 status=success
Saved dialogue=1989 turn=0 status=success
Saved dialogue=1989 turn=1 status=success
Saved dialogue=1989 turn=2 status=success
Saved dialogue=1989 turn=3 status=success
Saved dialogue=1989 turn=4 status=success
Saved dialogue=1990 turn=0 status=success
Saved dialogue=1990 turn=1 status=success
Saved dialogue=1990 turn=2 status=success
Saved dialogue=1990 turn=3 status=success
Saved dialogue=1990 turn=4 status=success
Saved dialogue=1991 turn=0 status=success
Saved dialogue=1991 turn=1 status=success
Saved dialogue=1991 turn=2 status=success
Saved dialogue=1991 turn=3 status=success
Saved dialogue=1991 turn=4 status=success
Saved dialogue=1992 turn=0 status=success
Saved dialogue=1992 turn=1 status=success
Saved dialogue=1992 turn=2 status=success
Saved dialogue=1992 turn=3 status=success
Saved dialogue=1992 turn=4 status=success
Saved dialogue=1993 turn=0 status=success
Saved dialogue=1993 turn=1 status=success
Saved dialogue=1993 turn=2 status=success
Saved dialogue=1993 turn=3 status=success
Saved dialogue=1993 turn=4 status=success
Saved dialogue=1994 turn=0 status=success
Saved dialogue=1994 turn=1 status=success
Saved dialogue=1994 turn=2 status=success
Saved dialogue=1994 turn=3 status=success
Saved dialogue=1994 turn=4 status=success
Saved dialogue=1995 turn=0 status=success
Saved dialogue=1995 turn=1 status=success
Saved dialogue=1995 turn=2 status=success
Saved dialogue=1995 turn=3 status=success
Saved dialogue=1995 turn=4 status=success
Saved dialogue=1996 turn=0 status=success
Saved dialogue=1996 turn=1 status=success
Saved dialogue=1996 turn=2 status=success
Saved dialogue=1996 turn=3 status=success
Saved dialogue=1996 turn=4 status=success
Saved dialogue=1997 turn=0 status=success
Saved dialogue=1997 turn=1 status=success
Saved dialogue=1997 turn=2 status=success
Saved dialogue=1997 turn=3 status=success
Saved dialogue=1997 turn=4 status=success
Saved dialogue=1998 turn=0 status=success
Saved dialogue=1998 turn=1 status=success
Saved dialogue=1998 turn=2 status=success
Saved dialogue=1998 turn=3 status=success
Saved dialogue=1998 turn=4 status=success
Saved dialogue=1999 turn=0 status=success
Saved dialogue=1999 turn=1 status=success
Saved dialogue=1999 turn=2 status=success
Saved dialogue=1999 turn=3 status=success
Saved dialogue=1999 turn=4 status=success
Saved dialogue=2000 turn=0 status=success
Saved dialogue=2000 turn=1 status=success
Saved dialogue=2000 turn=2 status=success
Saved dialogue=2000 turn=3 status=success
Saved dialogue=2000 turn=4 status=success
Saved dialogue=2001 turn=0 status=success
Saved dialogue=2001 turn=1 status=success
Saved dialogue=2001 turn=2 status=success
Saved dialogue=2001 turn=3 status=success
Saved dialogue=2001 turn=4 status=success
Saved dialogue=2001 turn=5 status=success
Saved dialogue=2002 turn=0 status=success
Saved dialogue=2002 turn=1 status=success
Saved dialogue=2002 turn=2 status=success
Saved dialogue=2002 turn=3 status=success
Saved dialogue=2002 turn=4 status=success
Saved dialogue=2003 turn=0 status=success
Saved dialogue=2003 turn=1 status=success
Saved dialogue=2003 turn=2 status=success
Saved dialogue=2003 turn=3 status=success
Saved dialogue=2003 turn=4 status=success
Saved dialogue=2004 turn=0 status=success
Saved dialogue=2004 turn=1 status=success
Saved dialogue=2004 turn=2 status=success
Saved dialogue=2004 turn=3 status=success
Saved dialogue=2004 turn=4 status=success
Saved dialogue=2005 turn=0 status=success
Saved dialogue=2005 turn=1 status=success
Saved dialogue=2005 turn=2 status=success
Saved dialogue=2005 turn=3 status=success
Saved dialogue=2005 turn=4 status=success
Saved dialogue=2006 turn=0 status=success
Saved dialogue=2006 turn=1 status=success
Saved dialogue=2006 turn=2 status=success
Saved dialogue=2006 turn=3 status=success
Saved dialogue=2006 turn=4 status=success
Saved dialogue=2007 turn=0 status=success
Saved dialogue=2007 turn=1 status=success
Saved dialogue=2007 turn=2 status=success
Saved dialogue=2007 turn=3 status=success
Saved dialogue=2007 turn=4 status=success
Saved dialogue=2008 turn=0 status=success
Saved dialogue=2008 turn=1 status=success
Saved dialogue=2008 turn=2 status=success
Saved dialogue=2008 turn=3 status=success
Saved dialogue=2008 turn=4 status=success
Saved dialogue=2009 turn=0 status=success
Saved dialogue=2009 turn=1 status=success
Saved dialogue=2009 turn=2 status=success
Saved dialogue=2009 turn=3 status=success
Saved dialogue=2009 turn=4 status=success
Saved dialogue=2010 turn=0 status=success
Saved dialogue=2010 turn=1 status=success
Saved dialogue=2010 turn=2 status=success
Saved dialogue=2010 turn=3 status=success
Saved dialogue=2010 turn=4 status=success
Saved dialogue=2011 turn=0 status=success
Saved dialogue=2011 turn=1 status=success
Saved dialogue=2011 turn=2 status=success
Saved dialogue=2011 turn=3 status=success
Saved dialogue=2011 turn=4 status=success
Saved dialogue=2012 turn=0 status=success
Saved dialogue=2012 turn=1 status=success
Saved dialogue=2012 turn=2 status=success
Saved dialogue=2012 turn=3 status=success
Saved dialogue=2012 turn=4 status=success
Saved dialogue=2013 turn=0 status=success
Saved dialogue=2013 turn=1 status=success
Saved dialogue=2013 turn=2 status=success
Saved dialogue=2013 turn=3 status=success
Saved dialogue=2013 turn=4 status=success
Saved dialogue=2014 turn=0 status=success
Saved dialogue=2014 turn=1 status=success
Saved dialogue=2014 turn=2 status=success
Saved dialogue=2014 turn=3 status=success
Saved dialogue=2014 turn=4 status=success
Saved dialogue=2015 turn=0 status=success
Saved dialogue=2015 turn=1 status=success
Saved dialogue=2015 turn=2 status=success
Saved dialogue=2015 turn=3 status=success
Saved dialogue=2015 turn=4 status=success
Saved dialogue=2016 turn=0 status=success
Saved dialogue=2016 turn=1 status=success
Saved dialogue=2016 turn=2 status=success
Saved dialogue=2016 turn=3 status=success
Saved dialogue=2016 turn=4 status=success
